route_id,service_id,trip_id,trip_headsign,direction_id,direction_name,block_id,shape_id,wheelchair_accessible,trip_bikes_allowed,trip_headsign_short
302,B_SUSCHoff,12485040,"Oceanside",1,West,30106,302_3_25,1,2,Oceanside
302,B_SUSCHoff,12485058,"Oceanside",1,West,30110,302_3_25,1,2,Oceanside
303,B_SUSCHoff,12144026,"Vista",0,East,30301,303_2_44,1,2,Vista
303,B_SUSCHoff,12144025,"Vista",0,East,30301,303_2_41,1,2,Vista
303,B_SUSCHoff,12143959,"Vista",0,East,30303,303_2_41,1,2,Vista
303,B_SUSCHoff,12143960,"Vista",0,East,30305,303_2_41,1,2,Vista
303,B_SUSCHoff,12143961,"Vista",0,East,30101,303_2_41,1,2,Vista
303,B_SUSCHoff,12143962,"Vista",0,East,30302,303_2_41,1,2,Vista
303,B_SUSCHoff,12143963,"Vista",0,East,30301,303_2_41,1,2,Vista
303,B_SUSCHoff,12143964,"Vista",0,East,30304,303_2_41,1,2,Vista
303,B_SUSCHoff,12143965,"Vista",0,East,30306,303_2_41,1,2,Vista
303,B_SUSCHoff,12143966,"Vista",0,East,30307,303_2_41,1,2,Vista
303,B_SUSCHoff,12143967,"Vista",0,East,30305,303_2_41,1,2,Vista
303,B_SUSCHoff,12143968,"Vista",0,East,30308,303_2_41,1,2,Vista
303,B_SUSCHoff,12143969,"Vista",0,East,30309,303_2_41,1,2,Vista
303,B_SUSCHoff,12143970,"Vista",0,East,30303,303_2_41,1,2,Vista
303,B_SUSCHoff,12143971,"Vista",0,East,30201,303_2_41,1,2,Vista
303,B_SUSCHoff,12143972,"Vista",0,East,31503,303_2_41,1,2,Vista
303,B_SUSCHoff,12143973,"Vista",0,East,30306,303_2_41,1,2,Vista
303,B_SUSCHoff,12143974,"Vista",0,East,30310,303_2_41,1,2,Vista
303,B_SUSCHoff,12143975,"Vista",0,East,30106,303_2_41,1,2,Vista
303,B_SUSCHoff,12143976,"Vista",0,East,30204,303_2_41,1,2,Vista
303,B_SUSCHoff,12143977,"Vista",0,East,30308,303_2_41,1,2,Vista
303,B_SUSCHoff,12143978,"Vista",0,East,30301,303_2_41,1,2,Vista
303,B_SUSCHoff,12144035,"Vista",0,East,30303,303_2_41,1,2,Vista
303,B_SUSCHoff,12144036,"Vista",0,East,30312,303_2_41,1,2,Vista
303,B_SUSCHoff,12144040,"Vista",0,East,30311,303_2_41,1,2,Vista
303,B_SUSCHoff,12144034,"Vista",0,East,30306,303_2_41,1,2,Vista
303,B_SUSCHoff,12144037,"Vista",0,East,30310,303_2_41,1,2,Vista
303,B_SUSCHoff,12144033,"Vista",0,East,30105,303_2_41,1,2,Vista
303,B_SUSCHoff,12144038,"Vista",0,East,30203,303_2_41,1,2,Vista
303,B_SUSCHoff,12144027,"Vista",0,East,30201,303_2_41,1,2,Vista
303,B_SUSCHoff,12143979,"Vista",0,East,30308,303_2_41,1,2,Vista
303,B_SUSCHoff,12143980,"Vista",0,East,30312,303_2_41,1,2,Vista
303,B_SUSCHoff,12143981,"Vista",0,East,30110,303_2_41,1,2,Vista
303,B_SUSCHoff,12143982,"Vista",0,East,30310,303_2_41,1,2,Vista
303,B_SUSCHoff,12143983,"Vista",0,East,30107,303_2_41,1,2,Vista
303,B_SUSCHoff,12143984,"Vista",0,East,30203,303_2_41,1,2,Vista
303,B_SUSCHoff,12143985,"Vista",0,East,30202,303_2_41,1,2,Vista
303,B_SUSCHoff,12144020,"Vista",0,East,30109,303_2_44,1,2,Vista
303,B_SUSCHoff,12143986,"Vista",0,East,30307,303_2_41,1,2,Vista
303,B_SUSCHoff,12144021,"Vista",0,East,30301,303_2_44,1,2,Vista
303,B_SUSCHoff,12143987,"Vista",0,East,30312,303_2_41,1,2,Vista
303,B_SUSCHoff,12144022,"Vista",0,East,30110,303_2_44,1,2,Vista
303,B_SUSCHoff,12143988,"Vista",0,East,30105,303_2_41,1,2,Vista
303,B_SUSCHoff,12144023,"Vista",0,East,30308,303_2_44,1,2,Vista
303,B_SUSCHoff,12143989,"Vista",0,East,30106,303_2_44,1,2,Vista
303,B_SUSCHoff,12144024,"Vista",0,East,30110,303_2_44,1,2,Vista
303,B_SUSCHoff,12143990,"Oceanside",1,West,30302,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12143991,"Oceanside",1,West,30301,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12143992,"Oceanside",1,West,30304,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12143993,"Oceanside",1,West,30305,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12143994,"Oceanside",1,West,30308,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12143995,"Oceanside",1,West,30309,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12143996,"Oceanside",1,West,30302,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12143997,"Oceanside",1,West,30201,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12143998,"Oceanside",1,West,30304,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12143999,"Oceanside",1,West,30306,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12144000,"Oceanside",1,West,30310,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12144001,"Oceanside",1,West,30305,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12144002,"Oceanside",1,West,30308,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12144003,"Oceanside",1,West,30301,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12144004,"Oceanside",1,West,30303,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12144005,"Oceanside",1,West,30201,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12144006,"Oceanside",1,West,30307,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12144007,"Oceanside",1,West,30306,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12144008,"Oceanside",1,West,30310,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12144009,"Oceanside",1,West,30309,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12144041,"Oceanside",1,West,30204,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12144042,"Oceanside",1,West,30308,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12144028,"Oceanside",1,West,31503,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12144029,"Oceanside",1,West,30303,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12144030,"Oceanside",1,West,30312,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12144031,"Oceanside",1,West,30106,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12144032,"Oceanside",1,West,30306,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12144039,"Oceanside",1,West,30310,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12144010,"Oceanside",1,West,30301,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12144011,"Oceanside",1,West,30203,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12144012,"Oceanside",1,West,30311,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12144013,"Oceanside",1,West,30312,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12144014,"Oceanside",1,West,30105,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12144015,"Oceanside",1,West,30310,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12144016,"Oceanside",1,West,30308,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12144017,"Oceanside",1,West,30110,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12144018,"Oceanside",1,West,30307,303_3_42,1,2,Oceanside
303,B_SUSCHoff,12144019,"Oceanside",1,West,30312,303_3_42,1,2,Oceanside
305,B_SUSCHoff,12144234,"Escondido",0,East,30852,305_2_32,1,2,Escondido
305,B_SUSCHoff,12144235,"Escondido",0,East,30851,305_2_32,1,2,Escondido
305,B_SUSCHoff,12144236,"Escondido",0,East,30552,305_2_32,1,2,Escondido
305,B_SUSCHoff,12144237,"Escondido",0,East,30554,305_2_32,1,2,Escondido
305,B_SUSCHoff,12144238,"Escondido",0,East,30553,305_2_32,1,2,Escondido
305,B_SUSCHoff,12144239,"Escondido",0,East,38854,305_2_32,1,2,Escondido
305,B_SUSCHoff,12144240,"Escondido",0,East,30551,305_2_32,1,2,Escondido
305,B_SUSCHoff,12144241,"Escondido",0,East,30554,305_2_32,1,2,Escondido
305,B_SUSCHoff,12144242,"Escondido",0,East,30553,305_2_32,1,2,Escondido
305,B_SUSCHoff,12144243,"Escondido",0,East,38854,305_2_32,1,2,Escondido
305,B_SUSCHoff,12144244,"Escondido",0,East,30551,305_2_32,1,2,Escondido
305,B_SUSCHoff,12144245,"Escondido",0,East,30554,305_2_32,1,2,Escondido
305,B_SUSCHoff,12144246,"Escondido",0,East,30553,305_2_32,1,2,Escondido
305,B_SUSCHoff,12144247,"Escondido",0,East,38851,305_2_32,1,2,Escondido
305,B_SUSCHoff,12144248,"Escondido",0,East,30556,305_2_32,1,2,Escondido
305,B_SUSCHoff,12144249,"Escondido",0,East,30555,305_2_32,1,2,Escondido
