trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
VNYiA0915,09:58:00,09:58:00,LAXT2U,20,Van Nuys to LAX,1,0,,0
VNYiA0915,10:01:00,10:01:00,LAXT3U,30,Van Nuys to LAX,1,0,,0
VNYiA0915,10:05:00,10:05:00,LAXTBU,35,Van Nuys to LAX,1,0,,0
VNYiA0915,10:09:00,10:09:00,LAXT4U,40,Van Nuys to LAX,1,0,,0
VNYiA0915,10:12:00,10:12:00,LAXT5U,50,Van Nuys to LAX,1,0,,0
VNYiA0915,10:20:00,10:20:00,LAXT6U,60,Van Nuys to LAX,1,0,,0
VNYiA0915,10:20:00,10:20:00,LAXT7U,70,Van Nuys to LAX,1,0,,0
VNYiA0930,09:30:00,09:30:00,VNY,1,Van Nuys to LAX,0,1,,0
VNYiA0930,10:10:00,10:10:00,LAXT1U,10,Van Nuys to LAX,1,0,,0
VNYiA0930,10:13:00,10:13:00,LAXT2U,20,Van Nuys to LAX,1,0,,0
VNYiA0930,10:16:00,10:16:00,LAXT3U,30,Van Nuys to LAX,1,0,,0
VNYiA0930,10:20:00,10:20:00,LAXTBU,35,Van Nuys to LAX,1,0,,0
VNYiA0930,10:24:00,10:24:00,LAXT4U,40,Van Nuys to LAX,1,0,,0
VNYiA0930,10:27:00,10:27:00,LAXT5U,50,Van Nuys to LAX,1,0,,0
VNYiA0930,10:35:00,10:35:00,LAXT6U,60,Van Nuys to LAX,1,0,,0
VNYiA0930,10:35:00,10:35:00,LAXT7U,70,Van Nuys to LAX,1,0,,0
VNYiA1000,10:00:00,10:00:00,VNY,1,Van Nuys to LAX,0,1,,0
VNYiA1000,10:40:00,10:40:00,LAXT1U,10,Van Nuys to LAX,1,0,,0
VNYiA1000,10:43:00,10:43:00,LAXT2U,20,Van Nuys to LAX,1,0,,0
VNYiA1000,10:46:00,10:46:00,LAXT3U,30,Van Nuys to LAX,1,0,,0
VNYiA1000,10:50:00,10:50:00,LAXTBU,35,Van Nuys to LAX,1,0,,0
VNYiA1000,10:54:00,10:54:00,LAXT4U,40,Van Nuys to LAX,1,0,,0
VNYiA1000,10:57:00,10:57:00,LAXT5U,50,Van Nuys to LAX,1,0,,0
VNYiA1000,11:05:00,11:05:00,LAXT6U,60,Van Nuys to LAX,1,0,,0
VNYiA1000,11:05:00,11:05:00,LAXT7U,70,Van Nuys to LAX,1,0,,0
VNYiA1030,10:30:00,10:30:00,VNY,1,Van Nuys to LAX,0,1,,0
VNYiA1030,11:10:00,11:10:00,LAXT1U,10,Van Nuys to LAX,1,0,,0
VNYiA1030,11:13:00,11:13:00,LAXT2U,20,Van Nuys to LAX,1,0,,0
VNYiA1030,11:16:00,11:16:00,LAXT3U,30,Van Nuys to LAX,1,0,,0
VNYiA1030,11:20:00,11:20:00,LAXTBU,35,Van Nuys to LAX,1,0,,0
VNYiA1030,11:24:00,11:24:00,LAXT4U,40,Van Nuys to LAX,1,0,,0
VNYiA1030,11:27:00,11:27:00,LAXT5U,50,Van Nuys to LAX,1,0,,0
VNYiA1030,11:35:00,11:35:00,LAXT6U,60,Van Nuys to LAX,1,0,,0
VNYiA1030,11:35:00,11:35:00,LAXT7U,70,Van Nuys to LAX,1,0,,0
VNYiA1100,11:00:00,11:00:00,VNY,1,Van Nuys to LAX,0,1,,0
VNYiA1100,11:40:00,11:40:00,LAXT1U,10,Van Nuys to LAX,1,0,,0
VNYiA1100,11:43:00,11:43:00,LAXT2U,20,Van Nuys to LAX,1,0,,0
VNYiA1100,11:46:00,11:46:00,LAXT3U,30,Van Nuys to LAX,1,0,,0
VNYiA1100,11:50:00,11:50:00,LAXTBU,35,Van Nuys to LAX,1,0,,0
VNYiA1100,11:54:00,11:54:00,LAXT4U,40,Van Nuys to LAX,1,0,,0
VNYiA1100,11:57:00,11:57:00,LAXT5U,50,Van Nuys to LAX,1,0,,0
VNYiA1100,12:05:00,12:05:00,LAXT6U,60,Van Nuys to LAX,1,0,,0
VNYiA1100,12:05:00,12:05:00,LAXT7U,70,Van Nuys to LAX,1,0,,0
VNYiA1130,11:30:00,11:30:00,VNY,1,Van Nuys to LAX,0,1,,0
VNYiA1130,12:10:00,12:10:00,LAXT1U,10,Van Nuys to LAX,1,0,,0
VNYiA1130,12:13:00,12:13:00,LAXT2U,20,Van Nuys to LAX,1,0,,0
VNYiA1130,12:16:00,12:16:00,LAXT3U,30,Van Nuys to LAX,1,0,,0
VNYiA1130,12:20:00,12:20:00,LAXTBU,35,Van Nuys to LAX,1,0,,0
VNYiA1130,12:24:00,12:24:00,LAXT4U,40,Van Nuys to LAX,1,0,,0
VNYiA1130,12:27:00,12:27:00,LAXT5U,50,Van Nuys to LAX,1,0,,0
